PV,Hydropower
0,-0.228057426
0,-0.344438427
0,-0.386758791
0,0.057605033
0,-0.228057426
0,-0.397338882
0,-0.206897243
0,-0.492559702
0,-0.809962433
0,-0.556040248
0,-0.386758791
0,0.110505488
0,0.068185124
0,0.089345306
0,0.089345306
0,5.495771832
0,11.31482191
0,5.337070467
0,1.634038599
0,1.507077507
0,1.200254866
0,1.179094684
0,1.210834957
0,1.422436778
0,0.777051224
0,0.343267491
0,0.385587855
0,0.375007764
0,0.417328129
0,0.42790822
0,0.110505488
0,0.057605033
0,-0.027035696
0,-0.57720043
0,-0.566620339
0,-0.312698154
0,-0.450239338
0,-0.587780521
0,-0.47139952
0,-0.386758791
0,-0.492559702
0,-0.249217608
0,-0.386758791
0,-0.693581432
0,-0.101096333
0,0.015284669
0,0.216306399
0,0.597189676
0,0.290367036
0,-0.302118063
0,-0.365598609
0,-0.651261067
0,-0.57720043
0,-0.397338882
0,-0.228057426
0,-0.57720043
0,-0.556040248
0,-0.524299975
0,-0.598360612
0,-0.090516242
0.011348,0.036444851
0.011348,-0.206897243
0.011348,-0.344438427
0.011348,-0.57720043
0.035435,-0.513719884
0.035435,-0.429079155
0.035435,-0.228057426
0.035435,-0.481979611
0.063261,-0.598360612
0.063261,-0.302118063
0.063261,-0.238637517
0.063261,-0.090516242
0.069174,0.110505488
0.069174,-0.228057426
0.069174,-0.206897243
0.069174,-0.450239338
0.070478,-0.566620339
0.070478,-0.397338882
0.070478,-0.27037779
0.070478,-0.47139952
0.46374,-0.524299975
0.46374,-0.587780521
0.46374,-0.524299975
0.46374,-0.418499064
0.38126,-0.122256515
0.38126,-0.132836606
0.38126,-0.259797699
0.38126,-0.185737061
0.23196,-0.228057426
0.23196,-0.079936151
0.23196,0.121085579
0.23196,-0.513719884
0.00034783,-0.503139793
0.00034783,-0.566620339
0.00034783,-0.534880066
0.00034783,-0.365598609
0,-0.280957881
0,-0.481979611
0,-0.534880066
0,-0.57720043
0,-0.333858336
0,-0.122256515
0,0.068185124
0,-0.185737061
0,-0.598360612
0,-0.534880066
0,-0.545460157
0,-0.439659246
0,-0.217477334
0,0.110505488
0,0.142245761
0,0.42790822
0,0.406748037
0,0.576029494
0,0.681830405
0,0.501968857
0,0.269206854
0,0.671250314
0,0.13166567
0,0.195146216
0,-0.058775969
0,-0.450239338
0,-0.57720043
0,-0.513719884
0,-0.556040248
0,-0.280957881
0,0.121085579
0,-0.196317152
0,-0.196317152
0,-0.238637517
0,-0.492559702
0,-0.397338882
0,-0.27037779
0,-0.450239338
0,-0.545460157
0,-0.556040248
0,-0.439659246
0,-0.481979611
0,0.047024942
0,-0.164576879
0,0.322107309
0,0.480808675
0,0.364427673
0,0.258626763
0,0.512548948
0,-0.217477334
0,-0.534880066
0,-0.556040248
0,-0.57720043
0,-0.418499064
0,-0.280957881
0,-0.259797699
0,-0.228057426
0,-0.27037779
0,-0.206897243
0,-0.407918973
0.20635,-0.228057426
0.20635,-0.460819429
0.20635,-0.587780521
0.20635,-0.524299975
0.37952,-0.587780521
0.37952,-0.418499064
0.37952,-0.101096333
0.37952,-0.185737061
0.50991,-0.206897243
0.50991,-0.27037779
0.50991,-0.481979611
0.50991,-0.439659246
0.057,-0.280957881
0.057,-0.450239338
0.057,-0.57720043
0.057,-0.534880066
0.57157,-0.460819429
0.57157,-0.17515697
0.57157,0.121085579
0.57157,-0.132836606
0.50113,-0.06935606
0.50113,-0.312698154
0.50113,-0.3761787
0.50113,-0.323278245
0.39791,-0.090516242
0.39791,-0.302118063
0.39791,-0.365598609
0.39791,-0.132836606
0.2363,-0.185737061
0.2363,-0.164576879
0.2363,0.099925397
0.2363,-0.122256515
0.00042174,-0.534880066
0.00042174,-0.365598609
0.00042174,-0.47139952
0.00042174,-0.397338882
0,-0.048195878
0,-0.397338882
0,-0.47139952
0,-0.333858336
0,-0.196317152
0,-0.111676424
0,0.068185124
0,-0.111676424
0,-0.545460157
0,-0.524299975
0,-0.492559702
0,-0.503139793
0,-0.185737061
0,-0.450239338
0,-0.545460157
0,-0.312698154
0,-0.228057426
0,1.221415048
0,11.31482191
0,11.50526355
0,12.18238938
0,6.194057842
0,0.089345306
0,0.142245761
0,-0.143416697
0,-0.481979611
0,-0.619520794
0,-0.566620339
0,-0.492559702
0,-0.228057426
0,0.078765215
0,-0.228057426
0,-0.238637517
0,-0.259797699
0,-0.365598609
0,-0.492559702
0,-0.312698154
0,-0.481979611
0,-0.57720043
0,-0.630100885
0,-0.566620339
0,-0.587780521
0,-0.249217608
0,-0.47139952
0,0.004704578
0,0.459648493
0,0.364427673
0,0.417328129
0,-0.17515697
0,-0.492559702
0,-0.57720043
0,-0.640680976
0,-0.57720043
0,-0.630100885
0,-0.259797699
0,1.750419601
0,2.766108342
0,-0.249217608
0,-0.302118063
0,-0.249217608
0.060391,-0.101096333
0.060391,-0.450239338
0.060391,-0.566620339
0.060391,-0.640680976
0.14678,-0.566620339
0.14678,-0.524299975
0.14678,-0.312698154
0.14678,-0.3761787
0.16987,-0.619520794
0.16987,-0.302118063
0.16987,-0.249217608
0.16987,-0.280957881
0.2317,0.015284669
0.2317,-0.079936151
0.2317,-0.228057426
0.2317,-0.460819429
0.26848,-0.587780521
0.26848,-0.556040248
0.26848,-0.386758791
0.26848,-0.302118063
0.25357,-0.587780521
0.25357,-0.598360612
0.25357,-0.545460157
0.25357,-0.630100885
0.1447,-0.333858336
0.1447,-0.111676424
0.1447,-0.27037779
0.1447,-0.228057426
0.065348,-0.312698154
0.065348,-0.238637517
0.065348,-0.090516242
0.065348,-0.206897243
0.00044783,-0.566620339
0.00044783,-0.630100885
0.00044783,-0.556040248
0.00044783,-0.630100885
0,-0.386758791
0,-0.302118063
0,-0.651261067
0,-0.57720043
0,-0.524299975
0,-0.27037779
0,-0.048195878
0,-0.048195878
0,-0.122256515
0,-0.280957881
0,-0.450239338
0,-0.333858336
0,-0.355018518
0,-0.503139793
0,-0.418499064
0,-0.206897243
0,-0.280957881
0,0.311527218
0,0.62892995
0,0.343267491
0,-0.058775969
0,0.004704578
0,0.004704578
0,0.068185124
0,-0.048195878
0,-0.418499064
0,-0.57720043
0,-0.460819429
0,-0.249217608
0,-0.291537972
0,-0.090516242
0,-0.312698154
0,-0.640680976
0,-0.57720043
0,-0.587780521
0,-0.619520794
0,-0.397338882
0,-0.196317152
0,-0.228057426
0,-0.280957881
0,-0.302118063
0,-0.249217608
0,0.290367036
0,-0.259797699
0,-0.016455605
0,0.047024942
0,0.099925397
0,-0.027035696
0,-0.481979611
0,-0.280957881
0,-0.534880066
0,-0.333858336
0,-0.323278245
0,-0.259797699
0,-0.450239338
0,-0.312698154
0,-0.439659246
0,-0.619520794
0,-0.608940703
0,-0.57720043
0.019565,-0.513719884
0.019565,0.068185124
0.019565,-0.079936151
0.019565,-0.302118063
0.058609,-0.3761787
0.058609,-0.619520794
0.058609,-0.587780521
0.058609,-0.323278245
0.083783,-0.407918973
0.083783,-0.57720043
0.083783,-0.545460157
0.083783,-0.3761787
0.25635,-0.164576879
0.25635,-0.037615787
0.25635,0.121085579
0.25635,-0.058775969
0.026174,-0.556040248
0.026174,-0.566620339
0.026174,-0.640680976
0.026174,-0.418499064
0.56313,-0.27037779
0.56313,-0.57720043
0.56313,-0.460819429
0.56313,-0.280957881
0.48396,-0.249217608
0.48396,-0.143416697
0.48396,0.015284669
0.48396,-0.079936151
0.032565,-0.312698154
0.032565,-0.206897243
0.032565,-0.153996788
0.032565,-0.333858336
0.00073478,-0.323278245
0.00073478,-0.608940703
0.00073478,-0.57720043
0.00073478,-0.323278245
0,-0.291537972
0,-0.027035696
0,-0.027035696
0,-0.259797699
0,-0.228057426
0,-0.407918973
0,-0.57720043
0,-0.439659246
0,-0.302118063
0,-0.566620339
0,-0.651261067
0,-0.566620339
0,-0.608940703
0,-0.111676424
0,0.047024942
0,-0.312698154
0,-0.185737061
0,0.42790822
0,0.142245761
0,0.258626763
0,0.311527218
0,0.047024942
0,0.057605033
0,-0.016455605
0,-0.344438427
0,-0.439659246
0,-0.302118063
0,-0.3761787
0,-0.323278245
0,-0.217477334
0,-0.302118063
0,-0.312698154
0,-0.27037779
0,-0.619520794
0,-0.57720043
0,-0.587780521
0,-0.630100885
0,-0.429079155
0,-0.153996788
0,-0.238637517
0,-0.27037779
0,-0.323278245
0,-0.3761787
0,-0.429079155
0,0.173986034
0,0.205726308
0,0.068185124
0,-0.027035696
0,-0.566620339
0,-0.439659246
0,0.047024942
0,-0.206897243
0,-0.312698154
0,-0.407918973
0,-0.598360612
0,-0.47139952
0,-0.259797699
0,-0.619520794
0,-0.566620339
0,-0.57720043
0.1707,-0.3761787
0.1707,-0.079936151
0.1707,0.036444851
0.1707,-0.27037779
0.31496,-0.429079155
0.31496,-0.630100885
0.31496,-0.57720043
0.31496,-0.418499064
0.43665,-0.312698154
0.43665,-0.534880066
0.43665,-0.640680976
0.43665,-0.429079155
0.048435,-0.238637517
0.048435,-0.143416697
0.048435,0.068185124
0.048435,-0.238637517
0.50896,-0.291537972
0.50896,-0.556040248
0.50896,-0.619520794
0.50896,-0.17515697
0.45048,-0.058775969
0.45048,-0.439659246
0.45048,-0.556040248
0.45048,-0.608940703
0.33952,-0.566620339
0.33952,-0.132836606
0.33952,0.004704578
0.33952,-0.206897243
0.19483,-0.27037779
0.19483,-0.27037779
0.19483,-0.238637517
0.19483,-0.333858336
0.00054783,-0.280957881
0.00054783,-0.545460157
0.00054783,-0.640680976
0.00054783,-0.556040248
0,-0.630100885
0,-0.386758791
0,-0.291537972
0,-0.524299975
0,-0.206897243
0,-0.302118063
0,-0.27037779
0,-0.037615787
0,-0.079936151
0,-0.566620339
0,-0.651261067
0,-0.566620339
0,-0.57720043
0,-0.365598609
0,-0.344438427
0,-0.598360612
0,-0.111676424
0,0.417328129
0,0.322107309
0,0.702990587
0,0.523129039
0,0.015284669
0,0.068185124
0,0.110505488
0,-0.228057426
0,-0.238637517
0,-0.503139793
0,-0.566620339
0,-0.608940703
0,-0.259797699
0,-0.132836606
0,0.142245761
0,1.147354411
0,-0.185737061
0,-0.513719884
0,-0.661841159
0,-0.704161523
0,-0.355018518
0,-0.852282797
0,0.702990587
0,-0.206897243
0,-0.101096333
0,-0.206897243
0,-0.27037779
0,0.956912772
0,0.766471133
0,0.152825852
0,0.099925397
0,-0.492559702
0,-0.661841159
0,-0.492559702
0,-0.418499064
0,-0.534880066
0,-0.101096333
0,0.491388766
0,-0.323278245
0,-0.397338882
0,-0.355018518
0,-0.67242125
0,-0.598360612
0.23809,-0.630100885
0.23809,-0.693581432
0.23809,-0.090516242
0.23809,-0.217477334
0.4333,-0.344438427
0.4333,0.068185124
0.4333,-0.503139793
0.4333,-0.598360612
0.57883,-0.302118063
0.57883,-0.429079155
0.57883,-0.57720043
0.57883,-0.630100885
0.65874,0.152825852
0.65874,0.449068402
0.65874,0.036444851
0.65874,-0.238637517
0.67517,-0.312698154
0.67517,-0.249217608
0.67517,-0.27037779
0.67517,-0.06935606
0.62765,0.036444851
0.62765,-0.312698154
0.62765,-0.249217608
0.62765,-0.259797699
0.49574,-0.312698154
0.49574,-0.037615787
0.49574,-0.206897243
0.49574,-0.598360612
0.31626,-0.556040248
0.31626,-0.640680976
0.31626,-0.503139793
0.31626,-0.365598609
0.0010348,-0.344438427
0.0010348,-0.566620339
0.0010348,-0.630100885
0.0010348,-0.556040248
0,-0.57720043
0,-0.291537972
0,-0.005875513
0,-0.280957881
0,-0.249217608
0,-0.238637517
0,-0.323278245
0,0.057605033
0,-0.090516242
0,-0.291537972
0,-0.249217608
0,-0.524299975
0,-0.556040248
0,-0.249217608
0,-0.524299975
0,-0.57720043
0,-0.481979611
0,0.036444851
0,0.216306399
0,0.406748037
0,0.121085579
0,0.078765215
0,0.015284669
0,0.237466581
0,0.110505488
0,-0.005875513
0,-0.249217608
0,-0.280957881
0,-0.291537972
0,-0.249217608
0,-0.037615787
0,-0.06935606
0,-0.57720043
0,-0.640680976
0,-0.566620339
0,-0.524299975
0,-0.164576879
0,-0.418499064
0,-0.640680976
0,-0.57720043
0,-0.587780521
0,-0.545460157
0,-0.249217608
0,-0.481979611
0,0.248046672
0,0.438488311
0,0.364427673
0,0.565449403
0,0.110505488
0,-0.450239338
0,-0.57720043
0,-0.630100885
0,-0.598360612
0,-0.3761787
0,-0.365598609
0,-0.57720043
0,-0.608940703
0,-0.630100885
0,-0.3761787
0,-0.037615787
0.041609,-0.027035696
0.041609,-0.249217608
0.041609,0.290367036
0.041609,0.195146216
0.12109,-0.608940703
0.12109,-0.164576879
0.12109,0.512548948
0.12109,0.311527218
0.26052,0.258626763
0.26052,0.13166567
0.26052,0.004704578
0.26052,-0.079936151
0.23065,-0.291537972
0.23065,-0.238637517
0.23065,0.047024942
0.23065,0.004704578
0.20326,-0.185737061
0.20326,-0.27037779
0.20326,-0.111676424
0.20326,0.078765215
0.43404,-0.153996788
0.43404,-0.238637517
0.43404,-0.217477334
0.43404,-0.037615787
0.40965,0.047024942
0.40965,-0.206897243
0.40965,-0.280957881
0.40965,-0.196317152
0.31974,0.047024942
0.31974,-0.06935606
0.31974,-0.238637517
0.31974,-0.280957881
0.002987,-0.407918973
0.002987,-0.280957881
0.002987,-0.492559702
0.002987,-0.57720043
0,-0.630100885
0,-0.492559702
0,-0.280957881
0,-0.513719884
0,-0.534880066
0,-0.312698154
0,-0.302118063
0,-0.005875513
0,-0.238637517
0,-0.481979611
0,-0.57720043
0,-0.587780521
0,-0.249217608
0,-0.450239338
0,-0.587780521
0,-0.27037779
0,-0.06935606
0,0.681830405
0,0.607769767
0,0.375007764
0,0.396167946
0,0.343267491
0,0.586609585
0,0.681830405
0,0.173986034
0,-0.027035696
0,-0.280957881
0,-0.355018518
0,0.047024942
0,-0.259797699
0,-0.418499064
0,-0.587780521
0,-0.556040248
0,-0.355018518
0,-0.355018518
0,-0.534880066
0,-0.57720043
0,-0.640680976
0,-0.566620339
0,-0.217477334
0,-0.323278245
0,-0.492559702
0,-0.556040248
0,-0.503139793
0,0.343267491
0,0.681830405
0,0.53370913
0,0.417328129
0,-0.058775969
0,-0.238637517
0,-0.111676424
0,0.015284669
0,-0.238637517
0,-0.640680976
0,-0.57720043
0,-0.57720043
0,-0.397338882
0,-0.291537972
0,-0.640680976
0,-0.587780521
0.01513,-0.57720043
0.01513,-0.630100885
0.01513,-0.280957881
0.01513,0.216306399
0.035,-0.217477334
0.035,-0.302118063
0.035,-0.492559702
0.035,-0.291537972
0.045478,-0.005875513
0.045478,-0.048195878
0.045478,-0.259797699
0.045478,-0.323278245
0.060609,-0.249217608
0.060609,-0.238637517
0.060609,0.015284669
0.060609,-0.037615787
0.092522,-0.302118063
0.092522,-0.534880066
0.092522,-0.566620339
0.092522,-0.630100885
0.084696,-0.249217608
0.084696,-0.386758791
0.084696,-0.640680976
0.084696,-0.556040248
0.0067391,-0.598360612
0.0067391,-0.608940703
0.0067391,-0.259797699
0.0067391,-0.407918973
0.035087,-0.57720043
0.035087,-0.57720043
0.035087,-0.640680976
0.035087,-0.57720043
0.0010087,0.02586476
0.0010087,-0.06935606
0.0010087,-0.259797699
0.0010087,-0.259797699
0,-0.302118063
0,-0.249217608
0,-0.016455605
0,-0.005875513
0,-0.217477334
0,-0.291537972
0,-0.259797699
0,-0.238637517
0,-0.090516242
0,0.057605033
0,-0.259797699
0,-0.344438427
0,-0.566620339
0,-0.651261067
0,-0.365598609
0,-0.291537972
0,-0.344438427
0,0.078765215
0,0.015284669
0,0.078765215
0,0.205726308
0,0.322107309
0,0.13166567
0,0.02586476
0,-0.355018518
0,-0.566620339
0,-0.439659246
0,-0.259797699
0,-0.47139952
0,-0.640680976
0,-0.556040248
0,-0.534880066
0,-0.249217608
0,0.078765215
0,-0.143416697
0,-0.259797699
0,-0.238637517
0,-0.312698154
0,-0.228057426
0,0.047024942
0,0.004704578
0,-0.238637517
0,-0.312698154
0,-0.238637517
0,-0.005875513
0,0.353847582
0,0.364427673
0,0.036444851
0,-0.249217608
0,-0.598360612
0,-0.608940703
0,-0.3761787
0,-0.344438427
0,-0.556040248
0,-0.587780521
0,-0.630100885
0,-0.57720043
0,-0.513719884
0,-0.259797699
0,-0.492559702
0.014957,-0.630100885
0.014957,-0.566620339
0.014957,-0.545460157
0.014957,-0.238637517
0.042565,0.089345306
0.042565,-0.132836606
0.042565,-0.249217608
0.042565,-0.259797699
0.071826,-0.312698154
0.071826,-0.132836606
0.071826,0.142245761
0.071826,-0.027035696
0.083304,-0.259797699
0.083304,-0.280957881
0.083304,-0.566620339
0.083304,-0.566620339
0.090913,-0.429079155
